362;206;470;195
361;206;462;194
361;206;453;191
361;203;442;186
361;204;431;181
361;202;417;178
361;202;407;171
362;200;392;167
362;200;379;161
363;199;365;157
364;198;349;155
366;197;#;#
372;195;#;#
374;194;#;#
374;192;#;#
376;191;303;140
376;191;302;134
376;191;302;125
376;192;303;117
377;193;304;108
376;194;310;100
378;195;318;92
379;197;328;83
378;198;341;78
377;200;355;72
373;201;369;69
371;203;391;71
366;203;411;74
365;203;431;83
361;202;450;100
358;200;465;115
357;202;475;134
356;204;480;146
354;206;482;155
354;210;483;160
353;210;483;164
353;212;482;164
353;212;482;162
353;212;484;158
355;212;481;149
357;210;476;141
359;210;472;126
361;209;464;114
364;209;453;102
367;207;439;89
368;206;425;79
372;203;411;71
375;199;397;63
376;195;383;58
379;193;366;55
381;188;352;53
381;184;339;53
385;181;325;56
386;177;311;61
388;175;300;66
388;174;294;69
388;174;291;70
386;172;293;71
386;176;293;70
386;176;293;68
387;178;295;67
388;179;299;67
388;180;303;64
386;182;312;61
384;185;326;55
379;186;344;50
375;189;366;48
370;189;391;50
366;188;420;61
364;188;445;79
360;187;464;102
358;191;481;122
356;195;486;144
355;199;489;161
353;200;489;174
351;202;489;182
348;204;487;187
347;205;485;187
345;204;484;187
341;207;480;181
340;208;478;175
340;208;473;167
338;207;466;158
337;207;458;149
337;207;448;140
337;204;436;129
336;201;422;122
337;199;407;113
338;195;392;108
336;191;375;102
335;189;359;97
335;186;343;95
338;184;327;92
338;182;316;90
338;182;306;90
335;182;300;88
334;182;297;88
331;182;296;87
331;182;294;86
331;182;295;85
331;182;295;85
331;182;299;83
328;185;304;79
328;186;312;76
328;186;325;71
324;190;339;67
321;191;358;66
316;191;380;69
314;190;401;81
311;190;418;97
309;190;433;116
309;192;443;135
#;#;448;152
#;#;450;166
#;#;452;177
#;#;454;183
#;#;453;186
#;#;452;187
#;#;452;187
#;#;452;184
#;#;450;181
#;#;451;178
#;#;449;176
#;#;448;172
#;#;444;167
#;#;440;162
#;#;434;155
#;#;426;147
#;#;416;138
#;#;404;129
297;204;387;120
296;205;371;113
296;204;354;106
299;204;338;101
300;204;322;98
300;204;308;93
301;201;295;89
301;201;285;88
297;200;276;85
299;199;267;83
299;197;262;81
300;199;255;80
301;198;249;80
302;200;244;78
304;199;239;80
306;198;235;80
307;198;230;83
313;199;223;86
320;197;218;93
329;199;213;102
338;199;212;112
349;197;216;121
357;197;226;129
367;195;242;135
370;196;268;138
374;194;302;138
#;#;349;138
#;#;405;141
#;#;453;149
#;#;492;160
362;188;509;176
363;186;510;189
363;185;506;197
364;185;501;204
364;187;496;208
363;189;491;207
361;190;489;207
361;192;487;205
361;192;486;203
361;192;487;199
362;194;488;196
362;194;488;194
362;193;488;192
362;192;488;191
362;190;489;185
361;189;490;178
#;#;489;164
#;#;487;150
#;#;481;135
#;#;473;119
#;#;462;104
364;186;452;90
367;185;438;81
369;185;423;74
371;183;410;68
375;181;401;67
376;179;391;68
377;178;382;67
380;177;375;68
384;178;372;68
385;179;368;68
387;181;370;68
388;185;376;69
388;187;387;69
386;189;402;74
385;194;420;78
382;194;437;90
381;195;454;104
380;196;470;122
379;197;483;145
378;197;491;169
377;200;495;191
374;202;498;212
373;205;494;231
370;209;492;243
368;211;486;254
364;216;483;260
362;217;480;263
358;219;477;266
355;220;474;266
353;220;473;263
350;221;474;258
349;222;476;251
347;222;478;241
345;221;483;232
342;220;485;224
342;219;487;212
342;218;490;199
342;216;489;189
342;214;488;178
342;211;483;165
345;209;471;153
348;205;456;141
349;203;434;131
352;200;410;124
354;197;387;119
356;196;363;114
357;192;342;113
360;191;318;112
364;192;297;115
367;191;283;120
370;191;274;124
371;192;272;127
374;192;275;132
374;194;285;138
373;193;302;143
#;#;328;150
#;#;362;156
#;#;403;164
#;#;444;175
#;#;475;185
#;#;495;197
#;#;497;209
#;#;493;217
#;#;484;226
#;#;475;231
#;#;467;235
#;#;457;238
#;#;447;238
#;#;438;238
322;211;427;234
320;210;415;230
318;209;403;223
318;209;390;215
317;206;378;207
318;207;367;199
319;204;357;190
318;202;346;184
318;200;336;177
318;197;326;170
318;196;315;162
317;193;306;159
317;191;298;153
317;189;288;146
318;186;#;#
320;186;#;#
320;186;263;127
324;185;258;122
324;185;255;120
327;183;251;118
328;183;252;118
329;182;255;119
329;182;264;118
328;182;279;117
326;185;296;117
324;186;314;115
322;190;333;119
319;192;356;122
315;198;376;131
311;201;394;145
308;205;413;161
305;208;424;179
304;211;429;191
302;213;434;199
301;217;434;205
301;217;434;208
300;218;438;206
300;218;439;206
300;219;441;199
300;221;442;189
300;221;442;178
302;222;438;163
304;222;433;150
307;223;422;136
310;223;411;124
314;223;396;114
320;223;374;105
323;223;353;98
327;222;332;96
330;221;311;98
332;221;289;101
335;220;274;106
337;220;262;111
338;220;254;114
338;220;251;118
339;220;249;119
339;220;249;117
340;220;252;116
343;221;262;113
345;221;271;110
346;220;287;108
347;219;307;107
346;217;333;105
346;217;365;104
344;216;394;108
342;217;424;112
341;218;446;120
339;219;457;133
339;218;460;148
341;218;457;166
342;218;451;179
344;217;448;189
346;217;448;195
346;217;449;198
347;219;449;197
348;219;450;191
350;219;449;184
352;220;446;176
354;218;442;166
356;216;434;155
358;215;424;144
362;213;411;132
366;210;398;123
369;208;383;117
370;206;365;108
374;203;351;108
375;199;338;109
377;198;327;111
379;196;312;113
381;193;302;118
382;192;294;124
383;190;285;129
385;188;281;134
386;187;280;134
387;188;288;130
387;189;299;124
386;192;313;117
386;194;333;110
382;199;358;102
378;202;386;101
373;207;413;103
368;207;443;113
365;210;464;129
361;213;480;149
358;213;490;168
357;215;492;181
354;220;491;187
354;222;491;189
354;224;491;188
354;224;491;186
354;224;488;180
355;224;487;170
357;223;485;160
358;222;479;148
360;222;471;134
363;220;461;118
365;217;447;104
367;215;434;90
370;213;418;79
373;208;400;70
374;204;383;64
376;201;364;60
377;198;350;58
377;196;335;62
379;193;323;65
379;191;313;69
379;191;307;73
379;195;304;75
378;194;301;76
377;195;301;77
377;196;304;78
377;197;309;74
377;199;317;69
374;199;329;64
373;201;346;61
367;201;367;61
363;203;392;64
357;201;421;75
354;201;447;95
350;200;465;120
347;200;477;144
344;204;479;161
342;209;479;172
339;214;479;180
336;216;477;183
334;218;473;186
330;220;472;187
328;222;471;184
328;224;465;183
325;225;458;182
325;227;448;180
323;228;433;180
324;227;415;184
323;230;399;191
#;#;376;198
#;#;351;209
#;#;326;219
#;#;303;226
#;#;286;233
#;#;269;237
#;#;257;243
323;231;249;243
324;232;242;246
324;231;240;247
325;231;241;247
327;228;245;248
329;228;255;248
333;224;272;244
#;#;299;241
#;#;330;234
#;#;370;222
#;#;406;208
331;220;440;194
328;218;460;186
328;218;470;181
328;219;468;182
330;219;461;184
334;217;452;187
337;219;446;191
337;220;444;190
338;220;444;190
338;220;446;187
340;222;448;184
340;221;451;178
341;221;449;172
341;221;446;164
342;220;441;156
344;220;432;145
346;220;422;138
350;220;409;132
353;219;396;128
357;218;385;126
361;216;371;128
361;214;361;132
364;212;353;138
367;211;346;147
369;209;339;154
370;208;334;165
371;208;332;173
373;207;#;#
373;208;#;#
373;208;#;#
374;210;#;#
374;211;#;#
375;212;#;#
376;213;#;#
376;214;#;#
377;214;#;#
379;216;#;#
380;217;#;#
382;218;#;#
383;220;348;207
384;218;#;#
383;219;384;198
383;217;407;194
384;216;428;193
384;216;450;193
384;216;468;198
384;214;485;205
384;213;501;212
382;213;508;219
382;214;515;223
381;217;518;224
379;216;518;225
378;219;518;224
375;220;517;223
374;221;515;220
372;221;513;218
372;220;510;212
365;222;508;206
363;222;505;197
358;222;503;192
356;223;500;183
351;224;498;177
349;226;493;171
345;226;490;165
344;228;483;161
345;228;477;158
345;228;467;157
346;228;451;160
353;228;436;162
356;227;419;169
358;226;396;180
#;#;377;193
#;#;353;210
#;#;337;228
#;#;323;244
377;214;316;257
379;213;318;269
381;211;324;276
383;211;335;281
384;211;350;282
386;211;373;280
387;210;403;274
388;215;435;263
#;#;472;252
#;#;502;241
380;227;522;230
375;227;529;224
374;231;529;222
373;231;522;221
371;231;514;225
371;231;505;228
371;230;497;232
371;228;491;237
370;228;484;239
369;228;478;242
368;227;472;244
368;226;465;244
367;223;457;244
368;220;449;243
368;216;438;241
369;211;429;237
369;205;418;236
368;198;404;232
368;192;391;229
369;188;380;224
368;186;367;220
367;185;358;214
367;188;352;209
363;192;349;202
361;199;#;#
358;205;355;186
352;212;363;179
347;218;374;174
342;223;387;172
338;227;400;172
331;231;413;176
327;230;427;185
324;229;436;195
321;230;443;206
317;230;448;217
312;231;449;224
310;233;450;229
304;234;449;230
302;234;446;230
298;236;446;228
294;235;443;223
292;235;442;216
288;234;440;208
286;234;437;194
286;234;436;180
286;232;428;165
285;231;423;148
285;230;413;133
287;228;404;119
290;227;391;104
293;225;379;91
293;223;367;85
294;223;359;77
299;224;347;70
301;224;336;66
305;224;329;66
305;224;320;65
309;221;313;64
311;221;305;64
311;221;293;65
312;221;285;65
312;219;279;67
315;221;271;69
317;223;267;71
320;226;258;75
320;223;253;80
322;223;248;84
324;223;246;88
325;223;243;91
325;223;242;94
325;223;240;98
326;223;239;99
328;222;239;102
330;222;239;102
331;222;239;103
335;223;240;103
336;222;241;101
340;222;244;99
342;224;251;95
342;224;261;92
342;227;277;89
339;224;296;92
337;223;325;99
333;220;353;116
332;218;379;136
331;219;398;152
331;220;413;165
331;221;420;172
331;223;422;170
332;224;427;170
334;226;427;163
333;225;431;156
334;224;431;146
332;226;434;134
332;224;435;124
332;226;434;116
332;224;434;109
332;221;432;106
332;221;429;106
333;219;428;108
333;216;426;113
333;212;423;119
335;209;418;126
336;204;415;134
337;202;411;140
337;200;409;145
339;197;404;149
339;196;403;149
341;196;401;146
342;197;402;141
340;199;403;134
340;200;403;125
340;206;405;116
340;208;407;108
337;212;410;99
334;214;413;92
331;216;418;89
330;216;423;91
328;217;427;95
326;216;436;104
