269;159;222;302
267;157;226;301
265;155;230;299
261;153;234;298
259;152;239;297
255;150;244;295
250;149;252;293
247;145;260;290
244;143;271;286
241;141;279;280
240;142;288;269
238;148;296;252
237;154;303;230
237;164;304;205
240;177;301;176
245;189;293;146
249;200;284;117
257;211;272;93
265;218;259;81
272;222;245;77
279;221;232;82
287;220;220;97
293;213;212;116
297;203;201;140
299;192;192;167
301;181;187;198
301;173;185;233
297;165;196;263
294;160;210;285
286;160;232;301
283;161;252;308
282;165;271;307
285;169;280;303
290;172;284;293
299;176;284;283
309;171;280;273
319;169;276;265
330;169;268;249
338;174;262;233
340;181;259;215
338;189;259;196
337;196;265;174
332;205;274;154
321;210;284;137
309;215;299;121
299;223;312;109
293;223;322;104
286;226;332;100
288;225;336;97
289;225;335;93
292;227;327;89
295;229;312;88
305;226;287;89
317;221;256;96
332;213;226;117
337;203;206;149
343;190;198;183
342;181;202;215
337;173;215;244
331;166;232;263
322;163;250;278
317;161;264;285
313;161;275;289
314;161;278;289
324;160;272;285
337;161;260;277
349;166;246;263
359;169;232;243
366;173;224;215
369;182;221;189
370;188;226;155
373;197;240;128
362;206;260;100
351;215;287;81
333;217;320;71
311;219;356;72
298;205;391;86
285;192;416;119
285;174;429;163
287;161;417;208
296;153;390;246
306;148;352;272
311;145;314;284
318;147;280;283
322;150;253;275
325;155;234;261
329;158;222;252
329;160;214;245
325;158;209;242
323;157;210;241
319;152;215;245
311;146;225;249
303;141;244;249
290;138;266;241
273;139;288;224
261;147;305;197
254;157;317;167
254;170;320;137
253;181;317;106
256;191;308;84
259;199;295;71
262;206;279;69
266;206;264;76
271;204;246;95
277;199;231;117
280;189;215;146
280;179;205;181
281;170;198;213
281;165;197;249
278;161;204;271
273;161;212;285
272;162;215;293
274;164;213;294
279;165;208;289
282;166;201;280
288;168;194;262
292;170;188;241
297;177;184;216
301;189;186;183
300;204;196;156
291;216;208;128
278;225;227;105
265;228;250;93
256;222;273;89
253;214;294;93
253;202;305;105
