334;162;227;285
334;161;231;288
332;161;232;289
331;161;230;289
332;165;223;284
334;165;218;279
335;167;210;271
335;169;201;259
338;175;189;246
339;180;181;228
341;187;176;205
339;196;175;179
338;205;179;151
333;214;189;125
324;223;207;100
314;229;232;79
297;229;259;65
281;229;291;56
262;217;327;59
246;206;359;73
234;190;382;100
226;173;394;133
221;158;393;165
222;145;382;196
223;135;372;219
225;128;357;232
227;123;348;243
348;245;340;245
230;122;337;245
230;122;333;246
230;122;334;245
226;125;332;240
226;127;331;237
223;128;334;234
222;129;335;230
221;133;339;223
218;137;342;218
218;142;347;211
217;146;352;202
214;151;356;193
214;158;360;180
215;161;364;165
216;169;366;146
219;176;365;127
222;179;364;107
226;185;360;89
230;191;352;74
236;195;341;63
244;199;327;54
251;202;314;52
260;203;302;54
266;202;293;55
272;203;282;57
279;202;275;62
286;201;264;67
294;194;253;75
305;188;241;84
314;184;229;97
323;178;214;112
330;174;201;126
336;170;191;139
340;169;180;156
342;169;170;173
342;172;164;196
338;173;163;216
335;177;169;237
327;179;178;258
320;183;196;277
316;187;213;289
311;188;224;299
310;188;230;305
313;189;231;309
314;193;229;309
317;190;225;311
317;190;220;309
317;193;218;308
317;191;209;301
318;193;201;295
317;193;190;284
321;197;178;265
322;200;169;246
324;204;166;227
326;208;162;209
322;210;164;193
322;214;167;176
318;216;173;159
314;217;181;145
305;219;195;134
298;221;210;123
289;218;224;116
281;217;238;109
270;211;256;106
264;208;270;107
258;205;#;#
253;198;#;#
250;195;#;#
246;193;#;#
246;192;#;#
245;189;#;#
246;191;#;#
246;191;#;#
247;195;#;#
252;197;#;#
254;199;#;#
258;200;283;126
262;200;274;129
272;199;262;131
279;196;250;133
290;192;239;137
301;190;228;142
314;189;216;147
327;188;207;149
338;188;197;155
351;187;186;164
365;187;177;170
374;191;169;180
382;187;163;192
382;189;165;202
382;189;169;212
382;189;173;213
382;194;174;207
382;194;171;199
379;199;167;186
377;205;166;170
368;206;170;153
360;209;175;134
352;213;187;121
336;213;202;115
323;215;218;110
307;207;234;112
292;200;249;113
280;197;261;117
270;193;271;117
263;188;280;121
257;185;285;124
253;188;#;#
250;189;#;#
247;190;#;#
248;189;#;#
248;190;#;#
247;186;#;#
245;187;#;#
245;187;#;#
245;187;#;#
245;187;286;141
245;187;282;141
246;185;274;141
250;183;264;137
255;181;254;134
262;177;241;130
270;180;228;125
280;182;216;120
290;185;202;120
303;187;188;118
318;192;177;121
333;192;162;129
346;193;150;140
358;193;147;154
362;193;150;173
366;194;161;195
370;197;178;214
375;200;194;219
381;201;204;225
383;205;206;225
386;205;210;224
386;205;208;221
389;206;206;214
386;207;202;209
382;205;195;201
379;206;185;187
375;205;178;168
370;209;172;149
360;209;172;132
353;208;178;118
340;206;186;109
328;204;196;105
319;200;206;103
306;193;216;105
300;190;226;113
291;184;234;119
283;180;244;126
278;175;251;132
274;169;262;140
271;169;270;145
265;166;278;147
264;164;#;#
261;165;#;#
258;165;#;#
258;165;#;#
258;165;#;#
256;165;#;#
256;165;#;#
256;165;#;#
256;165;#;#
256;165;#;#
262;166;#;#
262;167;#;#
264;166;273;141
268;166;270;136
271;165;262;130
274;169;256;127
280;169;248;125
288;173;239;124
293;173;227;125
303;177;216;127
313;179;201;132
320;179;185;139
329;183;174;151
336;181;165;165
335;184;163;179
343;184;167;195
344;187;177;208
340;192;187;212
342;193;196;217
342;197;206;219
342;199;214;221
342;200;218;225
342;200;219;228
342;194;221;232
343;193;220;233
342;192;216;233
344;193;214;231
344;190;210;228
344;190;204;220
342;192;199;210
341;195;196;197
339;197;192;180
338;201;194;160
332;202;195;140
328;207;201;121
323;208;210;99
314;210;224;82
306;210;240;66
298;209;257;57
286;207;276;51
273;205;295;52
265;200;313;54
257;194;330;62
250;190;346;72
243;189;359;85
238;183;368;98
236;179;373;112
234;174;382;126
232;173;383;141
230;170;384;152
229;168;385;161
229;165;386;169
228;162;385;173
228;162;383;177
230;161;386;177
230;163;385;177
230;163;381;177
230;165;383;173
230;167;383;169
227;169;384;165
227;173;384;161
227;176;384;157
228;176;383;154
230;180;383;150
232;181;385;143
233;183;385;137
238;186;386;128
242;192;382;113
251;202;372;98
264;214;354;82
285;223;330;64
306;220;296;66
322;217;261;64
338;204;225;82
350;187;198;113
356;169;186;151
354;151;189;188
348;132;200;221
338;118;220;246
326;111;243;260
311;105;263;270
298;105;291;275
290;106;306;279
282;110;312;274
279;109;314;274
282;109;310;275
286;109;305;277
289;109;297;280
297;109;278;273
306;109;263;269
318;113;240;259
330;119;220;245
338;132;200;226
345;146;187;201
346;165;179;173
342;181;179;143
332;196;186;117
316;209;199;93
301;220;217;78
282;225;237;66
265;221;258;60
251;220;278;58
238;214;295;63
225;209;313;69
221;201;323;76
214;193;334;87
208;182;344;99
206;177;350;112
204;171;355;124
203;165;358;137
203;157;362;146
203;152;362;156
203;143;360;168
205;133;355;179
207;121;350;195
212;113;339;209
222;101;327;221
235;97;313;234
250;90;294;243
262;88;273;249
278;90;259;263
295;95;234;245
308;101;218;234
321;110;206;225
330;120;192;209
341;130;187;193
342;142;182;177
345;156;180;162
342;165;180;147
